,timesteps,units,numerical units,dropout,learning_rate,cnn_filter,cnn_kernel,cnn_pool,f1_score,threshold,best_report,confusion_matrix
260,20,128,16,0.2,0.0005,128,3,2,0.5140977443609023,0.5,"{'0': {'precision': 0.4473684210526316, 'recall': 0.9444444444444444, 'f1-score': 0.6071428571428571, 'support': 18.0}, '1': {'precision': 0.8888888888888888, 'recall': 0.27586206896551724, 'f1-score': 0.42105263157894735, 'support': 29.0}, 'accuracy': 0.5319148936170213, 'macro avg': {'precision': 0.6681286549707602, 'recall': 0.6101532567049808, 'f1-score': 0.5140977443609023, 'support': 47.0}, 'weighted avg': {'precision': 0.7197959437601094, 'recall': 0.5319148936170213, 'f1-score': 0.4923212286034234, 'support': 47.0}}","[[17  1]
 [21  8]]"
261,20,128,16,0.2,0.0005,128,3,3,0.3020993343573989,0.5,"{'0': {'precision': 0.37777777777777777, 'recall': 0.9444444444444444, 'f1-score': 0.5396825396825397, 'support': 18.0}, '1': {'precision': 0.5, 'recall': 0.034482758620689655, 'f1-score': 0.06451612903225806, 'support': 29.0}, 'accuracy': 0.3829787234042553, 'macro avg': {'precision': 0.4388888888888889, 'recall': 0.489463601532567, 'f1-score': 0.3020993343573989, 'support': 47.0}, 'weighted avg': {'precision': 0.4531914893617021, 'recall': 0.3829787234042553, 'f1-score': 0.24649475438768506, 'support': 47.0}}","[[17  1]
 [28  1]]"
262,20,128,16,0.2,0.0005,128,5,2,0.3840725806451613,0.5,"{'0': {'precision': 0.4090909090909091, 'recall': 1.0, 'f1-score': 0.5806451612903226, 'support': 18.0}, '1': {'precision': 1.0, 'recall': 0.10344827586206896, 'f1-score': 0.1875, 'support': 29.0}, 'accuracy': 0.44680851063829785, 'macro avg': {'precision': 0.7045454545454546, 'recall': 0.5517241379310345, 'f1-score': 0.3840725806451613, 'support': 47.0}, 'weighted avg': {'precision': 0.7736943907156674, 'recall': 0.44680851063829785, 'f1-score': 0.3380662319835278, 'support': 47.0}}","[[18  0]
 [26  3]]"
263,20,128,16,0.2,0.0005,128,5,3,0.3815789473684211,0.0,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 18.0}, '1': {'precision': 0.6170212765957447, 'recall': 1.0, 'f1-score': 0.7631578947368421, 'support': 29.0}, 'accuracy': 0.6170212765957447, 'macro avg': {'precision': 0.30851063829787234, 'recall': 0.5, 'f1-score': 0.3815789473684211, 'support': 47.0}, 'weighted avg': {'precision': 0.3807152557718425, 'recall': 0.6170212765957447, 'f1-score': 0.4708846584546473, 'support': 47.0}}","[[ 0 18]
 [ 0 29]]"
264,20,128,16,0.5,0.001,64,2,2,0.37333333333333335,0.5,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 18.0}, '1': {'precision': 0.6086956521739131, 'recall': 0.9655172413793104, 'f1-score': 0.7466666666666667, 'support': 29.0}, 'accuracy': 0.5957446808510638, 'macro avg': {'precision': 0.30434782608695654, 'recall': 0.4827586206896552, 'f1-score': 0.37333333333333335, 'support': 47.0}, 'weighted avg': {'precision': 0.37557816836262725, 'recall': 0.5957446808510638, 'f1-score': 0.4607092198581561, 'support': 47.0}}","[[ 0 18]
 [ 1 28]]"
265,20,128,16,0.5,0.001,64,2,3,0.5262599469496021,0.5,"{'0': {'precision': 0.45454545454545453, 'recall': 0.2777777777777778, 'f1-score': 0.3448275862068966, 'support': 18.0}, '1': {'precision': 0.6388888888888888, 'recall': 0.7931034482758621, 'f1-score': 0.7076923076923077, 'support': 29.0}, 'accuracy': 0.5957446808510638, 'macro avg': {'precision': 0.5467171717171717, 'recall': 0.5354406130268199, 'f1-score': 0.5262599469496021, 'support': 47.0}, 'weighted avg': {'precision': 0.5682892757360842, 'recall': 0.5957446808510638, 'f1-score': 0.5687228398893843, 'support': 47.0}}","[[ 5 13]
 [ 6 23]]"
266,20,128,16,0.5,0.001,64,3,2,0.3840725806451613,0.5,"{'0': {'precision': 0.4090909090909091, 'recall': 1.0, 'f1-score': 0.5806451612903226, 'support': 18.0}, '1': {'precision': 1.0, 'recall': 0.10344827586206896, 'f1-score': 0.1875, 'support': 29.0}, 'accuracy': 0.44680851063829785, 'macro avg': {'precision': 0.7045454545454546, 'recall': 0.5517241379310345, 'f1-score': 0.3840725806451613, 'support': 47.0}, 'weighted avg': {'precision': 0.7736943907156674, 'recall': 0.44680851063829785, 'f1-score': 0.3380662319835278, 'support': 47.0}}","[[18  0]
 [26  3]]"
267,20,128,16,0.5,0.001,64,3,3,0.27692307692307694,0.5,"{'0': {'precision': 0.3829787234042553, 'recall': 1.0, 'f1-score': 0.5538461538461539, 'support': 18.0}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 29.0}, 'accuracy': 0.3829787234042553, 'macro avg': {'precision': 0.19148936170212766, 'recall': 0.5, 'f1-score': 0.27692307692307694, 'support': 47.0}, 'weighted avg': {'precision': 0.1466727025803531, 'recall': 0.3829787234042553, 'f1-score': 0.21211129296235678, 'support': 47.0}}","[[18  0]
 [29  0]]"
268,20,128,16,0.5,0.001,64,5,2,0.27692307692307694,0.5,"{'0': {'precision': 0.3829787234042553, 'recall': 1.0, 'f1-score': 0.5538461538461539, 'support': 18.0}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 29.0}, 'accuracy': 0.3829787234042553, 'macro avg': {'precision': 0.19148936170212766, 'recall': 0.5, 'f1-score': 0.27692307692307694, 'support': 47.0}, 'weighted avg': {'precision': 0.1466727025803531, 'recall': 0.3829787234042553, 'f1-score': 0.21211129296235678, 'support': 47.0}}","[[18  0]
 [29  0]]"
269,20,128,16,0.5,0.001,64,5,3,0.33995157384987895,0.5,"{'0': {'precision': 0.36585365853658536, 'recall': 0.8333333333333334, 'f1-score': 0.5084745762711864, 'support': 18.0}, '1': {'precision': 0.5, 'recall': 0.10344827586206896, 'f1-score': 0.17142857142857143, 'support': 29.0}, 'accuracy': 0.3829787234042553, 'macro avg': {'precision': 0.4329268292682927, 'recall': 0.46839080459770116, 'f1-score': 0.33995157384987895, 'support': 47.0}, 'weighted avg': {'precision': 0.4486248053969902, 'recall': 0.3829787234042553, 'f1-score': 0.3005100200917006, 'support': 47.0}}","[[15  3]
 [26  3]]"
270,20,128,16,0.5,0.001,128,2,2,0.27692307692307694,0.5,"{'0': {'precision': 0.3829787234042553, 'recall': 1.0, 'f1-score': 0.5538461538461539, 'support': 18.0}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 29.0}, 'accuracy': 0.3829787234042553, 'macro avg': {'precision': 0.19148936170212766, 'recall': 0.5, 'f1-score': 0.27692307692307694, 'support': 47.0}, 'weighted avg': {'precision': 0.1466727025803531, 'recall': 0.3829787234042553, 'f1-score': 0.21211129296235678, 'support': 47.0}}","[[18  0]
 [29  0]]"
271,20,128,16,0.5,0.001,128,2,3,0.27692307692307694,0.5,"{'0': {'precision': 0.3829787234042553, 'recall': 1.0, 'f1-score': 0.5538461538461539, 'support': 18.0}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 29.0}, 'accuracy': 0.3829787234042553, 'macro avg': {'precision': 0.19148936170212766, 'recall': 0.5, 'f1-score': 0.27692307692307694, 'support': 47.0}, 'weighted avg': {'precision': 0.1466727025803531, 'recall': 0.3829787234042553, 'f1-score': 0.21211129296235678, 'support': 47.0}}","[[18  0]
 [29  0]]"
272,20,128,16,0.5,0.001,128,3,2,0.3815789473684211,0.0,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 18.0}, '1': {'precision': 0.6170212765957447, 'recall': 1.0, 'f1-score': 0.7631578947368421, 'support': 29.0}, 'accuracy': 0.6170212765957447, 'macro avg': {'precision': 0.30851063829787234, 'recall': 0.5, 'f1-score': 0.3815789473684211, 'support': 47.0}, 'weighted avg': {'precision': 0.3807152557718425, 'recall': 0.6170212765957447, 'f1-score': 0.4708846584546473, 'support': 47.0}}","[[ 0 18]
 [ 0 29]]"
273,20,128,16,0.5,0.001,128,3,3,0.4283783783783784,0.5,"{'0': {'precision': 0.5, 'recall': 0.05555555555555555, 'f1-score': 0.1, 'support': 18.0}, '1': {'precision': 0.6222222222222222, 'recall': 0.9655172413793104, 'f1-score': 0.7567567567567568, 'support': 29.0}, 'accuracy': 0.6170212765957447, 'macro avg': {'precision': 0.5611111111111111, 'recall': 0.5105363984674329, 'f1-score': 0.4283783783783784, 'support': 47.0}, 'weighted avg': {'precision': 0.5754137115839243, 'recall': 0.6170212765957447, 'f1-score': 0.505232892466935, 'support': 47.0}}","[[ 1 17]
 [ 1 28]]"
274,20,128,16,0.5,0.001,128,5,2,0.3815789473684211,0.0,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 18.0}, '1': {'precision': 0.6170212765957447, 'recall': 1.0, 'f1-score': 0.7631578947368421, 'support': 29.0}, 'accuracy': 0.6170212765957447, 'macro avg': {'precision': 0.30851063829787234, 'recall': 0.5, 'f1-score': 0.3815789473684211, 'support': 47.0}, 'weighted avg': {'precision': 0.3807152557718425, 'recall': 0.6170212765957447, 'f1-score': 0.4708846584546473, 'support': 47.0}}","[[ 0 18]
 [ 0 29]]"
275,20,128,16,0.5,0.001,128,5,3,0.3815789473684211,0.5,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 18.0}, '1': {'precision': 0.6170212765957447, 'recall': 1.0, 'f1-score': 0.7631578947368421, 'support': 29.0}, 'accuracy': 0.6170212765957447, 'macro avg': {'precision': 0.30851063829787234, 'recall': 0.5, 'f1-score': 0.3815789473684211, 'support': 47.0}, 'weighted avg': {'precision': 0.3807152557718425, 'recall': 0.6170212765957447, 'f1-score': 0.4708846584546473, 'support': 47.0}}","[[ 0 18]
 [ 0 29]]"
276,20,128,16,0.5,0.0005,64,2,2,0.3815789473684211,0.5,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 18.0}, '1': {'precision': 0.6170212765957447, 'recall': 1.0, 'f1-score': 0.7631578947368421, 'support': 29.0}, 'accuracy': 0.6170212765957447, 'macro avg': {'precision': 0.30851063829787234, 'recall': 0.5, 'f1-score': 0.3815789473684211, 'support': 47.0}, 'weighted avg': {'precision': 0.3807152557718425, 'recall': 0.6170212765957447, 'f1-score': 0.4708846584546473, 'support': 47.0}}","[[ 0 18]
 [ 0 29]]"
277,20,128,16,0.5,0.0005,64,2,3,0.3815789473684211,0.0,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 18.0}, '1': {'precision': 0.6170212765957447, 'recall': 1.0, 'f1-score': 0.7631578947368421, 'support': 29.0}, 'accuracy': 0.6170212765957447, 'macro avg': {'precision': 0.30851063829787234, 'recall': 0.5, 'f1-score': 0.3815789473684211, 'support': 47.0}, 'weighted avg': {'precision': 0.3807152557718425, 'recall': 0.6170212765957447, 'f1-score': 0.4708846584546473, 'support': 47.0}}","[[ 0 18]
 [ 0 29]]"
278,20,128,16,0.5,0.0005,64,3,2,0.27692307692307694,0.5,"{'0': {'precision': 0.3829787234042553, 'recall': 1.0, 'f1-score': 0.5538461538461539, 'support': 18.0}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 29.0}, 'accuracy': 0.3829787234042553, 'macro avg': {'precision': 0.19148936170212766, 'recall': 0.5, 'f1-score': 0.27692307692307694, 'support': 47.0}, 'weighted avg': {'precision': 0.1466727025803531, 'recall': 0.3829787234042553, 'f1-score': 0.21211129296235678, 'support': 47.0}}","[[18  0]
 [29  0]]"
279,20,128,16,0.5,0.0005,64,3,3,0.3815789473684211,0.0,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 18.0}, '1': {'precision': 0.6170212765957447, 'recall': 1.0, 'f1-score': 0.7631578947368421, 'support': 29.0}, 'accuracy': 0.6170212765957447, 'macro avg': {'precision': 0.30851063829787234, 'recall': 0.5, 'f1-score': 0.3815789473684211, 'support': 47.0}, 'weighted avg': {'precision': 0.3807152557718425, 'recall': 0.6170212765957447, 'f1-score': 0.4708846584546473, 'support': 47.0}}","[[ 0 18]
 [ 0 29]]"
280,20,128,16,0.5,0.0005,64,5,2,0.27692307692307694,0.5,"{'0': {'precision': 0.3829787234042553, 'recall': 1.0, 'f1-score': 0.5538461538461539, 'support': 18.0}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 29.0}, 'accuracy': 0.3829787234042553, 'macro avg': {'precision': 0.19148936170212766, 'recall': 0.5, 'f1-score': 0.27692307692307694, 'support': 47.0}, 'weighted avg': {'precision': 0.1466727025803531, 'recall': 0.3829787234042553, 'f1-score': 0.21211129296235678, 'support': 47.0}}","[[18  0]
 [29  0]]"
281,20,128,16,0.5,0.0005,64,5,3,0.27692307692307694,0.5,"{'0': {'precision': 0.3829787234042553, 'recall': 1.0, 'f1-score': 0.5538461538461539, 'support': 18.0}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 29.0}, 'accuracy': 0.3829787234042553, 'macro avg': {'precision': 0.19148936170212766, 'recall': 0.5, 'f1-score': 0.27692307692307694, 'support': 47.0}, 'weighted avg': {'precision': 0.1466727025803531, 'recall': 0.3829787234042553, 'f1-score': 0.21211129296235678, 'support': 47.0}}","[[18  0]
 [29  0]]"
282,20,128,16,0.5,0.0005,128,2,2,0.3815789473684211,0.0,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 18.0}, '1': {'precision': 0.6170212765957447, 'recall': 1.0, 'f1-score': 0.7631578947368421, 'support': 29.0}, 'accuracy': 0.6170212765957447, 'macro avg': {'precision': 0.30851063829787234, 'recall': 0.5, 'f1-score': 0.3815789473684211, 'support': 47.0}, 'weighted avg': {'precision': 0.3807152557718425, 'recall': 0.6170212765957447, 'f1-score': 0.4708846584546473, 'support': 47.0}}","[[ 0 18]
 [ 0 29]]"
283,20,128,16,0.5,0.0005,128,2,3,0.3815789473684211,0.0,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 18.0}, '1': {'precision': 0.6170212765957447, 'recall': 1.0, 'f1-score': 0.7631578947368421, 'support': 29.0}, 'accuracy': 0.6170212765957447, 'macro avg': {'precision': 0.30851063829787234, 'recall': 0.5, 'f1-score': 0.3815789473684211, 'support': 47.0}, 'weighted avg': {'precision': 0.3807152557718425, 'recall': 0.6170212765957447, 'f1-score': 0.4708846584546473, 'support': 47.0}}","[[ 0 18]
 [ 0 29]]"
284,20,128,16,0.5,0.0005,128,3,2,0.38961038961038963,0.5,"{'0': {'precision': 0.2, 'recall': 0.1111111111111111, 'f1-score': 0.14285714285714285, 'support': 18.0}, '1': {'precision': 0.5675675675675675, 'recall': 0.7241379310344828, 'f1-score': 0.6363636363636364, 'support': 29.0}, 'accuracy': 0.48936170212765956, 'macro avg': {'precision': 0.38378378378378375, 'recall': 0.4176245210727969, 'f1-score': 0.38961038961038963, 'support': 47.0}, 'weighted avg': {'precision': 0.4267970097757332, 'recall': 0.48936170212765956, 'f1-score': 0.447361149488809, 'support': 47.0}}","[[ 2 16]
 [ 8 21]]"
285,20,128,16,0.5,0.0005,128,3,3,0.27692307692307694,0.5,"{'0': {'precision': 0.3829787234042553, 'recall': 1.0, 'f1-score': 0.5538461538461539, 'support': 18.0}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 29.0}, 'accuracy': 0.3829787234042553, 'macro avg': {'precision': 0.19148936170212766, 'recall': 0.5, 'f1-score': 0.27692307692307694, 'support': 47.0}, 'weighted avg': {'precision': 0.1466727025803531, 'recall': 0.3829787234042553, 'f1-score': 0.21211129296235678, 'support': 47.0}}","[[18  0]
 [29  0]]"
286,20,128,16,0.5,0.0005,128,5,2,0.27692307692307694,0.5,"{'0': {'precision': 0.3829787234042553, 'recall': 1.0, 'f1-score': 0.5538461538461539, 'support': 18.0}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 29.0}, 'accuracy': 0.3829787234042553, 'macro avg': {'precision': 0.19148936170212766, 'recall': 0.5, 'f1-score': 0.27692307692307694, 'support': 47.0}, 'weighted avg': {'precision': 0.1466727025803531, 'recall': 0.3829787234042553, 'f1-score': 0.21211129296235678, 'support': 47.0}}","[[18  0]
 [29  0]]"
287,20,128,16,0.5,0.0005,128,5,3,0.3815789473684211,0.5,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 18.0}, '1': {'precision': 0.6170212765957447, 'recall': 1.0, 'f1-score': 0.7631578947368421, 'support': 29.0}, 'accuracy': 0.6170212765957447, 'macro avg': {'precision': 0.30851063829787234, 'recall': 0.5, 'f1-score': 0.3815789473684211, 'support': 47.0}, 'weighted avg': {'precision': 0.3807152557718425, 'recall': 0.6170212765957447, 'f1-score': 0.4708846584546473, 'support': 47.0}}","[[ 0 18]
 [ 0 29]]"
288,20,64,8,0.2,0.001,64,2,2,0.36486486486486486,0.5,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 18.0}, '1': {'precision': 0.6, 'recall': 0.9310344827586207, 'f1-score': 0.7297297297297297, 'support': 29.0}, 'accuracy': 0.574468085106383, 'macro avg': {'precision': 0.3, 'recall': 0.46551724137931033, 'f1-score': 0.36486486486486486, 'support': 47.0}, 'weighted avg': {'precision': 0.3702127659574468, 'recall': 0.574468085106383, 'f1-score': 0.45025876940770554, 'support': 47.0}}","[[ 0 18]
 [ 2 27]]"
289,20,64,8,0.2,0.001,64,2,3,0.3815789473684211,0.0,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 18.0}, '1': {'precision': 0.6170212765957447, 'recall': 1.0, 'f1-score': 0.7631578947368421, 'support': 29.0}, 'accuracy': 0.6170212765957447, 'macro avg': {'precision': 0.30851063829787234, 'recall': 0.5, 'f1-score': 0.3815789473684211, 'support': 47.0}, 'weighted avg': {'precision': 0.3807152557718425, 'recall': 0.6170212765957447, 'f1-score': 0.4708846584546473, 'support': 47.0}}","[[ 0 18]
 [ 0 29]]"
290,20,64,8,0.2,0.001,64,3,2,0.27692307692307694,0.5,"{'0': {'precision': 0.3829787234042553, 'recall': 1.0, 'f1-score': 0.5538461538461539, 'support': 18.0}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 29.0}, 'accuracy': 0.3829787234042553, 'macro avg': {'precision': 0.19148936170212766, 'recall': 0.5, 'f1-score': 0.27692307692307694, 'support': 47.0}, 'weighted avg': {'precision': 0.1466727025803531, 'recall': 0.3829787234042553, 'f1-score': 0.21211129296235678, 'support': 47.0}}","[[18  0]
 [29  0]]"
291,20,64,8,0.2,0.001,64,3,3,0.27692307692307694,0.5,"{'0': {'precision': 0.3829787234042553, 'recall': 1.0, 'f1-score': 0.5538461538461539, 'support': 18.0}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 29.0}, 'accuracy': 0.3829787234042553, 'macro avg': {'precision': 0.19148936170212766, 'recall': 0.5, 'f1-score': 0.27692307692307694, 'support': 47.0}, 'weighted avg': {'precision': 0.1466727025803531, 'recall': 0.3829787234042553, 'f1-score': 0.21211129296235678, 'support': 47.0}}","[[18  0]
 [29  0]]"
292,20,64,8,0.2,0.001,64,5,2,0.3815789473684211,0.0,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 18.0}, '1': {'precision': 0.6170212765957447, 'recall': 1.0, 'f1-score': 0.7631578947368421, 'support': 29.0}, 'accuracy': 0.6170212765957447, 'macro avg': {'precision': 0.30851063829787234, 'recall': 0.5, 'f1-score': 0.3815789473684211, 'support': 47.0}, 'weighted avg': {'precision': 0.3807152557718425, 'recall': 0.6170212765957447, 'f1-score': 0.4708846584546473, 'support': 47.0}}","[[ 0 18]
 [ 0 29]]"
293,20,64,8,0.2,0.001,64,5,3,0.3815789473684211,0.0,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 18.0}, '1': {'precision': 0.6170212765957447, 'recall': 1.0, 'f1-score': 0.7631578947368421, 'support': 29.0}, 'accuracy': 0.6170212765957447, 'macro avg': {'precision': 0.30851063829787234, 'recall': 0.5, 'f1-score': 0.3815789473684211, 'support': 47.0}, 'weighted avg': {'precision': 0.3807152557718425, 'recall': 0.6170212765957447, 'f1-score': 0.4708846584546473, 'support': 47.0}}","[[ 0 18]
 [ 0 29]]"
294,20,64,8,0.2,0.001,128,2,2,0.3815789473684211,0.0,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 18.0}, '1': {'precision': 0.6170212765957447, 'recall': 1.0, 'f1-score': 0.7631578947368421, 'support': 29.0}, 'accuracy': 0.6170212765957447, 'macro avg': {'precision': 0.30851063829787234, 'recall': 0.5, 'f1-score': 0.3815789473684211, 'support': 47.0}, 'weighted avg': {'precision': 0.3807152557718425, 'recall': 0.6170212765957447, 'f1-score': 0.4708846584546473, 'support': 47.0}}","[[ 0 18]
 [ 0 29]]"
295,20,64,8,0.2,0.001,128,2,3,0.27692307692307694,0.5,"{'0': {'precision': 0.3829787234042553, 'recall': 1.0, 'f1-score': 0.5538461538461539, 'support': 18.0}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 29.0}, 'accuracy': 0.3829787234042553, 'macro avg': {'precision': 0.19148936170212766, 'recall': 0.5, 'f1-score': 0.27692307692307694, 'support': 47.0}, 'weighted avg': {'precision': 0.1466727025803531, 'recall': 0.3829787234042553, 'f1-score': 0.21211129296235678, 'support': 47.0}}","[[18  0]
 [29  0]]"
296,20,64,8,0.2,0.001,128,3,2,0.3815789473684211,0.0,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 18.0}, '1': {'precision': 0.6170212765957447, 'recall': 1.0, 'f1-score': 0.7631578947368421, 'support': 29.0}, 'accuracy': 0.6170212765957447, 'macro avg': {'precision': 0.30851063829787234, 'recall': 0.5, 'f1-score': 0.3815789473684211, 'support': 47.0}, 'weighted avg': {'precision': 0.3807152557718425, 'recall': 0.6170212765957447, 'f1-score': 0.4708846584546473, 'support': 47.0}}","[[ 0 18]
 [ 0 29]]"
297,20,64,8,0.2,0.001,128,3,3,0.27692307692307694,0.5,"{'0': {'precision': 0.3829787234042553, 'recall': 1.0, 'f1-score': 0.5538461538461539, 'support': 18.0}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 29.0}, 'accuracy': 0.3829787234042553, 'macro avg': {'precision': 0.19148936170212766, 'recall': 0.5, 'f1-score': 0.27692307692307694, 'support': 47.0}, 'weighted avg': {'precision': 0.1466727025803531, 'recall': 0.3829787234042553, 'f1-score': 0.21211129296235678, 'support': 47.0}}","[[18  0]
 [29  0]]"
298,20,64,8,0.2,0.001,128,5,2,0.27692307692307694,0.5,"{'0': {'precision': 0.3829787234042553, 'recall': 1.0, 'f1-score': 0.5538461538461539, 'support': 18.0}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 29.0}, 'accuracy': 0.3829787234042553, 'macro avg': {'precision': 0.19148936170212766, 'recall': 0.5, 'f1-score': 0.27692307692307694, 'support': 47.0}, 'weighted avg': {'precision': 0.1466727025803531, 'recall': 0.3829787234042553, 'f1-score': 0.21211129296235678, 'support': 47.0}}","[[18  0]
 [29  0]]"
299,20,64,8,0.2,0.001,128,5,3,0.27692307692307694,0.5,"{'0': {'precision': 0.3829787234042553, 'recall': 1.0, 'f1-score': 0.5538461538461539, 'support': 18.0}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 29.0}, 'accuracy': 0.3829787234042553, 'macro avg': {'precision': 0.19148936170212766, 'recall': 0.5, 'f1-score': 0.27692307692307694, 'support': 47.0}, 'weighted avg': {'precision': 0.1466727025803531, 'recall': 0.3829787234042553, 'f1-score': 0.21211129296235678, 'support': 47.0}}","[[18  0]
 [29  0]]"
300,20,64,8,0.2,0.0005,64,2,2,0.36959761549925485,0.5,"{'0': {'precision': 0.2, 'recall': 0.16666666666666666, 'f1-score': 0.18181818181818182, 'support': 18.0}, '1': {'precision': 0.53125, 'recall': 0.5862068965517241, 'f1-score': 0.5573770491803278, 'support': 29.0}, 'accuracy': 0.425531914893617, 'macro avg': {'precision': 0.365625, 'recall': 0.37643678160919536, 'f1-score': 0.36959761549925485, 'support': 47.0}, 'weighted avg': {'precision': 0.40438829787234043, 'recall': 0.425531914893617, 'f1-score': 0.4135459935948251, 'support': 47.0}}","[[ 3 15]
 [12 17]]"
301,20,64,8,0.2,0.0005,64,2,3,0.381578947368421,0.5,"{'0': {'precision': 0.3684210526315789, 'recall': 0.7777777777777778, 'f1-score': 0.5, 'support': 18.0}, '1': {'precision': 0.5555555555555556, 'recall': 0.1724137931034483, 'f1-score': 0.2631578947368421, 'support': 29.0}, 'accuracy': 0.40425531914893614, 'macro avg': {'precision': 0.4619883040935673, 'recall': 0.47509578544061304, 'f1-score': 0.381578947368421, 'support': 47.0}, 'weighted avg': {'precision': 0.4838870225208411, 'recall': 0.40425531914893614, 'f1-score': 0.3538633818589026, 'support': 47.0}}","[[14  4]
 [24  5]]"
302,20,64,8,0.2,0.0005,64,3,2,0.3815789473684211,0.0,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 18.0}, '1': {'precision': 0.6170212765957447, 'recall': 1.0, 'f1-score': 0.7631578947368421, 'support': 29.0}, 'accuracy': 0.6170212765957447, 'macro avg': {'precision': 0.30851063829787234, 'recall': 0.5, 'f1-score': 0.3815789473684211, 'support': 47.0}, 'weighted avg': {'precision': 0.3807152557718425, 'recall': 0.6170212765957447, 'f1-score': 0.4708846584546473, 'support': 47.0}}","[[ 0 18]
 [ 0 29]]"
303,20,64,8,0.2,0.0005,64,3,3,0.44655797101449274,0.5,"{'0': {'precision': 0.35714285714285715, 'recall': 0.5555555555555556, 'f1-score': 0.43478260869565216, 'support': 18.0}, '1': {'precision': 0.5789473684210527, 'recall': 0.3793103448275862, 'f1-score': 0.4583333333333333, 'support': 29.0}, 'accuracy': 0.44680851063829785, 'macro avg': {'precision': 0.46804511278195493, 'recall': 0.4674329501915709, 'f1-score': 0.44655797101449274, 'support': 47.0}, 'weighted avg': {'precision': 0.4940009598464246, 'recall': 0.44680851063829785, 'f1-score': 0.4493139068763491, 'support': 47.0}}","[[10  8]
 [18 11]]"
304,20,64,8,0.2,0.0005,64,5,2,0.48231884057971014,0.5,"{'0': {'precision': 0.42857142857142855, 'recall': 0.16666666666666666, 'f1-score': 0.24, 'support': 18.0}, '1': {'precision': 0.625, 'recall': 0.8620689655172413, 'f1-score': 0.7246376811594203, 'support': 29.0}, 'accuracy': 0.5957446808510638, 'macro avg': {'precision': 0.5267857142857143, 'recall': 0.514367816091954, 'f1-score': 0.48231884057971014, 'support': 47.0}, 'weighted avg': {'precision': 0.5497720364741642, 'recall': 0.5957446808510638, 'f1-score': 0.5390317607153869, 'support': 47.0}}","[[ 3 15]
 [ 4 25]]"
305,20,64,8,0.2,0.0005,64,5,3,0.3815789473684211,0.5,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 18.0}, '1': {'precision': 0.6170212765957447, 'recall': 1.0, 'f1-score': 0.7631578947368421, 'support': 29.0}, 'accuracy': 0.6170212765957447, 'macro avg': {'precision': 0.30851063829787234, 'recall': 0.5, 'f1-score': 0.3815789473684211, 'support': 47.0}, 'weighted avg': {'precision': 0.3807152557718425, 'recall': 0.6170212765957447, 'f1-score': 0.4708846584546473, 'support': 47.0}}","[[ 0 18]
 [ 0 29]]"
