,timesteps,units,numerical units,dropout,learning_rate,cnn_filter,cnn_kernel,cnn_pool,f1_score,threshold,best_report,confusion_matrix
157,10,64,16,0.2,0.0005,64,2,3,0.4079696394686907,0.5,"{'0': {'precision': 0.4186046511627907, 'recall': 0.9473684210526315, 'f1-score': 0.5806451612903226, 'support': 19.0}, '1': {'precision': 0.8, 'recall': 0.13793103448275862, 'f1-score': 0.23529411764705882, 'support': 29.0}, 'accuracy': 0.4583333333333333, 'macro avg': {'precision': 0.6093023255813954, 'recall': 0.542649727767695, 'f1-score': 0.4079696394686907, 'support': 48.0}, 'weighted avg': {'precision': 0.649031007751938, 'recall': 0.4583333333333333, 'f1-score': 0.3719955724225174, 'support': 48.0}}","[[18  1]
 [25  4]]"
158,10,64,16,0.2,0.0005,64,3,2,0.3538862353452019,0.5,"{'0': {'precision': 0.2857142857142857, 'recall': 0.42105263157894735, 'f1-score': 0.3404255319148936, 'support': 19.0}, '1': {'precision': 0.45, 'recall': 0.3103448275862069, 'f1-score': 0.3673469387755102, 'support': 29.0}, 'accuracy': 0.3541666666666667, 'macro avg': {'precision': 0.3678571428571429, 'recall': 0.3656987295825771, 'f1-score': 0.3538862353452019, 'support': 48.0}, 'weighted avg': {'precision': 0.38497023809523806, 'recall': 0.3541666666666667, 'f1-score': 0.3566905485598495, 'support': 48.0}}","[[ 8 11]
 [20  9]]"
159,10,64,16,0.2,0.0005,64,3,3,0.37662337662337664,0.5,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 19.0}, '1': {'precision': 0.6041666666666666, 'recall': 1.0, 'f1-score': 0.7532467532467533, 'support': 29.0}, 'accuracy': 0.6041666666666666, 'macro avg': {'precision': 0.3020833333333333, 'recall': 0.5, 'f1-score': 0.37662337662337664, 'support': 48.0}, 'weighted avg': {'precision': 0.3650173611111111, 'recall': 0.6041666666666666, 'f1-score': 0.45508658008658015, 'support': 48.0}}","[[ 0 19]
 [ 0 29]]"
160,10,64,16,0.2,0.0005,64,5,2,0.37662337662337664,0.5,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 19.0}, '1': {'precision': 0.6041666666666666, 'recall': 1.0, 'f1-score': 0.7532467532467533, 'support': 29.0}, 'accuracy': 0.6041666666666666, 'macro avg': {'precision': 0.3020833333333333, 'recall': 0.5, 'f1-score': 0.37662337662337664, 'support': 48.0}, 'weighted avg': {'precision': 0.3650173611111111, 'recall': 0.6041666666666666, 'f1-score': 0.45508658008658015, 'support': 48.0}}","[[ 0 19]
 [ 0 29]]"
161,10,64,16,0.2,0.0005,64,5,3,0.5644283121597096,0.5,"{'0': {'precision': 0.47368421052631576, 'recall': 0.47368421052631576, 'f1-score': 0.47368421052631576, 'support': 19.0}, '1': {'precision': 0.6551724137931034, 'recall': 0.6551724137931034, 'f1-score': 0.6551724137931034, 'support': 29.0}, 'accuracy': 0.5833333333333334, 'macro avg': {'precision': 0.5644283121597096, 'recall': 0.5644283121597096, 'f1-score': 0.5644283121597096, 'support': 48.0}, 'weighted avg': {'precision': 0.5833333333333334, 'recall': 0.5833333333333334, 'f1-score': 0.5833333333333334, 'support': 48.0}}","[[ 9 10]
 [10 19]]"
162,10,64,16,0.2,0.0005,128,2,2,0.2835820895522388,0.5,"{'0': {'precision': 0.3958333333333333, 'recall': 1.0, 'f1-score': 0.5671641791044776, 'support': 19.0}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 29.0}, 'accuracy': 0.3958333333333333, 'macro avg': {'precision': 0.19791666666666666, 'recall': 0.5, 'f1-score': 0.2835820895522388, 'support': 48.0}, 'weighted avg': {'precision': 0.15668402777777776, 'recall': 0.3958333333333333, 'f1-score': 0.22450248756218905, 'support': 48.0}}","[[19  0]
 [29  0]]"
163,10,64,16,0.2,0.0005,128,2,3,0.399642644431209,0.5,"{'0': {'precision': 0.25, 'recall': 0.05263157894736842, 'f1-score': 0.08695652173913043, 'support': 19.0}, '1': {'precision': 0.5909090909090909, 'recall': 0.896551724137931, 'f1-score': 0.7123287671232876, 'support': 29.0}, 'accuracy': 0.5625, 'macro avg': {'precision': 0.42045454545454547, 'recall': 0.4745916515426497, 'f1-score': 0.399642644431209, 'support': 48.0}, 'weighted avg': {'precision': 0.4559659090909091, 'recall': 0.5625, 'f1-score': 0.4647855866587254, 'support': 48.0}}","[[ 1 18]
 [ 3 26]]"
164,10,64,16,0.2,0.0005,128,3,2,0.2835820895522388,0.5,"{'0': {'precision': 0.3958333333333333, 'recall': 1.0, 'f1-score': 0.5671641791044776, 'support': 19.0}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 29.0}, 'accuracy': 0.3958333333333333, 'macro avg': {'precision': 0.19791666666666666, 'recall': 0.5, 'f1-score': 0.2835820895522388, 'support': 48.0}, 'weighted avg': {'precision': 0.15668402777777776, 'recall': 0.3958333333333333, 'f1-score': 0.22450248756218905, 'support': 48.0}}","[[19  0]
 [29  0]]"
165,10,64,16,0.2,0.0005,128,3,3,0.5104669887278583,0.5,"{'0': {'precision': 0.5, 'recall': 0.21052631578947367, 'f1-score': 0.2962962962962963, 'support': 19.0}, '1': {'precision': 0.625, 'recall': 0.8620689655172413, 'f1-score': 0.7246376811594203, 'support': 29.0}, 'accuracy': 0.6041666666666666, 'macro avg': {'precision': 0.5625, 'recall': 0.5362976406533575, 'f1-score': 0.5104669887278583, 'support': 48.0}, 'weighted avg': {'precision': 0.5755208333333334, 'recall': 0.6041666666666666, 'f1-score': 0.5550858829844337, 'support': 48.0}}","[[ 4 15]
 [ 4 25]]"
166,10,64,16,0.2,0.0005,128,5,2,0.37662337662337664,0.5,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 19.0}, '1': {'precision': 0.6041666666666666, 'recall': 1.0, 'f1-score': 0.7532467532467533, 'support': 29.0}, 'accuracy': 0.6041666666666666, 'macro avg': {'precision': 0.3020833333333333, 'recall': 0.5, 'f1-score': 0.37662337662337664, 'support': 48.0}, 'weighted avg': {'precision': 0.3650173611111111, 'recall': 0.6041666666666666, 'f1-score': 0.45508658008658015, 'support': 48.0}}","[[ 0 19]
 [ 0 29]]"
167,10,64,16,0.2,0.0005,128,5,3,0.2835820895522388,0.5,"{'0': {'precision': 0.3958333333333333, 'recall': 1.0, 'f1-score': 0.5671641791044776, 'support': 19.0}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 29.0}, 'accuracy': 0.3958333333333333, 'macro avg': {'precision': 0.19791666666666666, 'recall': 0.5, 'f1-score': 0.2835820895522388, 'support': 48.0}, 'weighted avg': {'precision': 0.15668402777777776, 'recall': 0.3958333333333333, 'f1-score': 0.22450248756218905, 'support': 48.0}}","[[19  0]
 [29  0]]"
168,10,64,16,0.5,0.001,64,2,2,0.4666666666666667,0.5,"{'0': {'precision': 0.36363636363636365, 'recall': 0.21052631578947367, 'f1-score': 0.26666666666666666, 'support': 19.0}, '1': {'precision': 0.5945945945945946, 'recall': 0.7586206896551724, 'f1-score': 0.6666666666666666, 'support': 29.0}, 'accuracy': 0.5416666666666666, 'macro avg': {'precision': 0.47911547911547914, 'recall': 0.484573502722323, 'f1-score': 0.4666666666666667, 'support': 48.0}, 'weighted avg': {'precision': 0.5031736281736282, 'recall': 0.5416666666666666, 'f1-score': 0.5083333333333333, 'support': 48.0}}","[[ 4 15]
 [ 7 22]]"
169,10,64,16,0.5,0.001,64,2,3,0.37662337662337664,0.5,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 19.0}, '1': {'precision': 0.6041666666666666, 'recall': 1.0, 'f1-score': 0.7532467532467533, 'support': 29.0}, 'accuracy': 0.6041666666666666, 'macro avg': {'precision': 0.3020833333333333, 'recall': 0.5, 'f1-score': 0.37662337662337664, 'support': 48.0}, 'weighted avg': {'precision': 0.3650173611111111, 'recall': 0.6041666666666666, 'f1-score': 0.45508658008658015, 'support': 48.0}}","[[ 0 19]
 [ 0 29]]"
170,10,64,16,0.5,0.001,64,3,2,0.2835820895522388,0.5,"{'0': {'precision': 0.3958333333333333, 'recall': 1.0, 'f1-score': 0.5671641791044776, 'support': 19.0}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 29.0}, 'accuracy': 0.3958333333333333, 'macro avg': {'precision': 0.19791666666666666, 'recall': 0.5, 'f1-score': 0.2835820895522388, 'support': 48.0}, 'weighted avg': {'precision': 0.15668402777777776, 'recall': 0.3958333333333333, 'f1-score': 0.22450248756218905, 'support': 48.0}}","[[19  0]
 [29  0]]"
171,10,64,16,0.5,0.001,64,3,3,0.2835820895522388,0.5,"{'0': {'precision': 0.3958333333333333, 'recall': 1.0, 'f1-score': 0.5671641791044776, 'support': 19.0}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 29.0}, 'accuracy': 0.3958333333333333, 'macro avg': {'precision': 0.19791666666666666, 'recall': 0.5, 'f1-score': 0.2835820895522388, 'support': 48.0}, 'weighted avg': {'precision': 0.15668402777777776, 'recall': 0.3958333333333333, 'f1-score': 0.22450248756218905, 'support': 48.0}}","[[19  0]
 [29  0]]"
172,10,64,16,0.5,0.001,64,5,2,0.4379391100702576,0.5,"{'0': {'precision': 0.42857142857142855, 'recall': 0.9473684210526315, 'f1-score': 0.5901639344262295, 'support': 19.0}, '1': {'precision': 0.8333333333333334, 'recall': 0.1724137931034483, 'f1-score': 0.2857142857142857, 'support': 29.0}, 'accuracy': 0.4791666666666667, 'macro avg': {'precision': 0.6309523809523809, 'recall': 0.5598911070780399, 'f1-score': 0.4379391100702576, 'support': 48.0}, 'weighted avg': {'precision': 0.6731150793650794, 'recall': 0.4791666666666667, 'f1-score': 0.4062256049960968, 'support': 48.0}}","[[18  1]
 [24  5]]"
173,10,64,16,0.5,0.001,64,5,3,0.37662337662337664,0.0,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 19.0}, '1': {'precision': 0.6041666666666666, 'recall': 1.0, 'f1-score': 0.7532467532467533, 'support': 29.0}, 'accuracy': 0.6041666666666666, 'macro avg': {'precision': 0.3020833333333333, 'recall': 0.5, 'f1-score': 0.37662337662337664, 'support': 48.0}, 'weighted avg': {'precision': 0.3650173611111111, 'recall': 0.6041666666666666, 'f1-score': 0.45508658008658015, 'support': 48.0}}","[[ 0 19]
 [ 0 29]]"
174,10,64,16,0.5,0.001,128,2,2,0.37662337662337664,0.5,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 19.0}, '1': {'precision': 0.6041666666666666, 'recall': 1.0, 'f1-score': 0.7532467532467533, 'support': 29.0}, 'accuracy': 0.6041666666666666, 'macro avg': {'precision': 0.3020833333333333, 'recall': 0.5, 'f1-score': 0.37662337662337664, 'support': 48.0}, 'weighted avg': {'precision': 0.3650173611111111, 'recall': 0.6041666666666666, 'f1-score': 0.45508658008658015, 'support': 48.0}}","[[ 0 19]
 [ 0 29]]"
175,10,64,16,0.5,0.001,128,2,3,0.42095238095238097,0.5,"{'0': {'precision': 0.5, 'recall': 0.05263157894736842, 'f1-score': 0.09523809523809523, 'support': 19.0}, '1': {'precision': 0.6086956521739131, 'recall': 0.9655172413793104, 'f1-score': 0.7466666666666667, 'support': 29.0}, 'accuracy': 0.6041666666666666, 'macro avg': {'precision': 0.5543478260869565, 'recall': 0.5090744101633394, 'f1-score': 0.42095238095238097, 'support': 48.0}, 'weighted avg': {'precision': 0.5656702898550725, 'recall': 0.6041666666666666, 'f1-score': 0.48880952380952386, 'support': 48.0}}","[[ 1 18]
 [ 1 28]]"
176,10,64,16,0.5,0.001,128,3,2,0.37662337662337664,0.5,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 19.0}, '1': {'precision': 0.6041666666666666, 'recall': 1.0, 'f1-score': 0.7532467532467533, 'support': 29.0}, 'accuracy': 0.6041666666666666, 'macro avg': {'precision': 0.3020833333333333, 'recall': 0.5, 'f1-score': 0.37662337662337664, 'support': 48.0}, 'weighted avg': {'precision': 0.3650173611111111, 'recall': 0.6041666666666666, 'f1-score': 0.45508658008658015, 'support': 48.0}}","[[ 0 19]
 [ 0 29]]"
177,10,64,16,0.5,0.001,128,3,3,0.34375,0.5,"{'0': {'precision': 0.4, 'recall': 0.9473684210526315, 'f1-score': 0.5625, 'support': 19.0}, '1': {'precision': 0.6666666666666666, 'recall': 0.06896551724137931, 'f1-score': 0.125, 'support': 29.0}, 'accuracy': 0.4166666666666667, 'macro avg': {'precision': 0.5333333333333333, 'recall': 0.5081669691470054, 'f1-score': 0.34375, 'support': 48.0}, 'weighted avg': {'precision': 0.5611111111111111, 'recall': 0.4166666666666667, 'f1-score': 0.2981770833333333, 'support': 48.0}}","[[18  1]
 [27  2]]"
178,10,64,16,0.5,0.001,128,5,2,0.3780281690140845,0.5,"{'0': {'precision': 0.16666666666666666, 'recall': 0.05263157894736842, 'f1-score': 0.08, 'support': 19.0}, '1': {'precision': 0.5714285714285714, 'recall': 0.8275862068965517, 'f1-score': 0.676056338028169, 'support': 29.0}, 'accuracy': 0.5208333333333334, 'macro avg': {'precision': 0.369047619047619, 'recall': 0.4401088929219601, 'f1-score': 0.3780281690140845, 'support': 48.0}, 'weighted avg': {'precision': 0.41121031746031744, 'recall': 0.5208333333333334, 'f1-score': 0.44011737089201874, 'support': 48.0}}","[[ 1 18]
 [ 5 24]]"
179,10,64,16,0.5,0.001,128,5,3,0.3827050997782705,0.5,"{'0': {'precision': 0.2727272727272727, 'recall': 0.3157894736842105, 'f1-score': 0.2926829268292683, 'support': 19.0}, '1': {'precision': 0.5, 'recall': 0.4482758620689655, 'f1-score': 0.4727272727272727, 'support': 29.0}, 'accuracy': 0.3958333333333333, 'macro avg': {'precision': 0.38636363636363635, 'recall': 0.382032667876588, 'f1-score': 0.3827050997782705, 'support': 48.0}, 'weighted avg': {'precision': 0.41003787878787873, 'recall': 0.3958333333333333, 'f1-score': 0.40145971914264594, 'support': 48.0}}","[[ 6 13]
 [16 13]]"
180,10,64,16,0.5,0.0005,64,2,2,0.47894051237516283,0.5,"{'0': {'precision': 0.39285714285714285, 'recall': 0.5789473684210527, 'f1-score': 0.46808510638297873, 'support': 19.0}, '1': {'precision': 0.6, 'recall': 0.41379310344827586, 'f1-score': 0.4897959183673469, 'support': 29.0}, 'accuracy': 0.4791666666666667, 'macro avg': {'precision': 0.49642857142857144, 'recall': 0.49637023593466423, 'f1-score': 0.47894051237516283, 'support': 48.0}, 'weighted avg': {'precision': 0.5180059523809524, 'recall': 0.4791666666666667, 'f1-score': 0.48120205529020116, 'support': 48.0}}","[[11  8]
 [17 12]]"
181,10,64,16,0.5,0.0005,64,2,3,0.2835820895522388,0.5,"{'0': {'precision': 0.3958333333333333, 'recall': 1.0, 'f1-score': 0.5671641791044776, 'support': 19.0}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 29.0}, 'accuracy': 0.3958333333333333, 'macro avg': {'precision': 0.19791666666666666, 'recall': 0.5, 'f1-score': 0.2835820895522388, 'support': 48.0}, 'weighted avg': {'precision': 0.15668402777777776, 'recall': 0.3958333333333333, 'f1-score': 0.22450248756218905, 'support': 48.0}}","[[19  0]
 [29  0]]"
182,10,64,16,0.5,0.0005,64,3,2,0.4379391100702576,0.5,"{'0': {'precision': 0.42857142857142855, 'recall': 0.9473684210526315, 'f1-score': 0.5901639344262295, 'support': 19.0}, '1': {'precision': 0.8333333333333334, 'recall': 0.1724137931034483, 'f1-score': 0.2857142857142857, 'support': 29.0}, 'accuracy': 0.4791666666666667, 'macro avg': {'precision': 0.6309523809523809, 'recall': 0.5598911070780399, 'f1-score': 0.4379391100702576, 'support': 48.0}, 'weighted avg': {'precision': 0.6731150793650794, 'recall': 0.4791666666666667, 'f1-score': 0.4062256049960968, 'support': 48.0}}","[[18  1]
 [24  5]]"
183,10,64,16,0.5,0.0005,64,3,3,0.2835820895522388,0.5,"{'0': {'precision': 0.3958333333333333, 'recall': 1.0, 'f1-score': 0.5671641791044776, 'support': 19.0}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 29.0}, 'accuracy': 0.3958333333333333, 'macro avg': {'precision': 0.19791666666666666, 'recall': 0.5, 'f1-score': 0.2835820895522388, 'support': 48.0}, 'weighted avg': {'precision': 0.15668402777777776, 'recall': 0.3958333333333333, 'f1-score': 0.22450248756218905, 'support': 48.0}}","[[19  0]
 [29  0]]"
184,10,64,16,0.5,0.0005,64,5,2,0.3739130434782609,0.5,"{'0': {'precision': 0.3225806451612903, 'recall': 0.5263157894736842, 'f1-score': 0.4, 'support': 19.0}, '1': {'precision': 0.47058823529411764, 'recall': 0.27586206896551724, 'f1-score': 0.34782608695652173, 'support': 29.0}, 'accuracy': 0.375, 'macro avg': {'precision': 0.396584440227704, 'recall': 0.4010889292196007, 'f1-score': 0.3739130434782609, 'support': 48.0}, 'weighted avg': {'precision': 0.41200189753320676, 'recall': 0.375, 'f1-score': 0.3684782608695652, 'support': 48.0}}","[[10  9]
 [21  8]]"
185,10,64,16,0.5,0.0005,64,5,3,0.44285714285714284,0.5,"{'0': {'precision': 0.40540540540540543, 'recall': 0.7894736842105263, 'f1-score': 0.5357142857142857, 'support': 19.0}, '1': {'precision': 0.6363636363636364, 'recall': 0.2413793103448276, 'f1-score': 0.35, 'support': 29.0}, 'accuracy': 0.4583333333333333, 'macro avg': {'precision': 0.5208845208845209, 'recall': 0.515426497277677, 'f1-score': 0.44285714285714284, 'support': 48.0}, 'weighted avg': {'precision': 0.5449426699426699, 'recall': 0.4583333333333333, 'f1-score': 0.42351190476190476, 'support': 48.0}}","[[15  4]
 [22  7]]"
186,10,64,16,0.5,0.0005,128,2,2,0.2835820895522388,0.5,"{'0': {'precision': 0.3958333333333333, 'recall': 1.0, 'f1-score': 0.5671641791044776, 'support': 19.0}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 29.0}, 'accuracy': 0.3958333333333333, 'macro avg': {'precision': 0.19791666666666666, 'recall': 0.5, 'f1-score': 0.2835820895522388, 'support': 48.0}, 'weighted avg': {'precision': 0.15668402777777776, 'recall': 0.3958333333333333, 'f1-score': 0.22450248756218905, 'support': 48.0}}","[[19  0]
 [29  0]]"
187,10,64,16,0.5,0.0005,128,2,3,0.5206252713851498,0.5,"{'0': {'precision': 0.43333333333333335, 'recall': 0.6842105263157895, 'f1-score': 0.5306122448979592, 'support': 19.0}, '1': {'precision': 0.6666666666666666, 'recall': 0.41379310344827586, 'f1-score': 0.5106382978723404, 'support': 29.0}, 'accuracy': 0.5208333333333334, 'macro avg': {'precision': 0.55, 'recall': 0.5490018148820327, 'f1-score': 0.5206252713851498, 'support': 48.0}, 'weighted avg': {'precision': 0.5743055555555555, 'recall': 0.5208333333333334, 'f1-score': 0.5185446519033144, 'support': 48.0}}","[[13  6]
 [17 12]]"
188,10,64,16,0.5,0.0005,128,3,2,0.37662337662337664,0.5,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 19.0}, '1': {'precision': 0.6041666666666666, 'recall': 1.0, 'f1-score': 0.7532467532467533, 'support': 29.0}, 'accuracy': 0.6041666666666666, 'macro avg': {'precision': 0.3020833333333333, 'recall': 0.5, 'f1-score': 0.37662337662337664, 'support': 48.0}, 'weighted avg': {'precision': 0.3650173611111111, 'recall': 0.6041666666666666, 'f1-score': 0.45508658008658015, 'support': 48.0}}","[[ 0 19]
 [ 0 29]]"
189,10,64,16,0.5,0.0005,128,3,3,0.2835820895522388,0.5,"{'0': {'precision': 0.3958333333333333, 'recall': 1.0, 'f1-score': 0.5671641791044776, 'support': 19.0}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 29.0}, 'accuracy': 0.3958333333333333, 'macro avg': {'precision': 0.19791666666666666, 'recall': 0.5, 'f1-score': 0.2835820895522388, 'support': 48.0}, 'weighted avg': {'precision': 0.15668402777777776, 'recall': 0.3958333333333333, 'f1-score': 0.22450248756218905, 'support': 48.0}}","[[19  0]
 [29  0]]"
190,10,64,16,0.5,0.0005,128,5,2,0.2835820895522388,0.5,"{'0': {'precision': 0.3958333333333333, 'recall': 1.0, 'f1-score': 0.5671641791044776, 'support': 19.0}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 29.0}, 'accuracy': 0.3958333333333333, 'macro avg': {'precision': 0.19791666666666666, 'recall': 0.5, 'f1-score': 0.2835820895522388, 'support': 48.0}, 'weighted avg': {'precision': 0.15668402777777776, 'recall': 0.3958333333333333, 'f1-score': 0.22450248756218905, 'support': 48.0}}","[[19  0]
 [29  0]]"
191,10,64,16,0.5,0.0005,128,5,3,0.37662337662337664,0.5,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 19.0}, '1': {'precision': 0.6041666666666666, 'recall': 1.0, 'f1-score': 0.7532467532467533, 'support': 29.0}, 'accuracy': 0.6041666666666666, 'macro avg': {'precision': 0.3020833333333333, 'recall': 0.5, 'f1-score': 0.37662337662337664, 'support': 48.0}, 'weighted avg': {'precision': 0.3650173611111111, 'recall': 0.6041666666666666, 'f1-score': 0.45508658008658015, 'support': 48.0}}","[[ 0 19]
 [ 0 29]]"
192,20,128,8,0.2,0.001,64,2,2,0.3815789473684211,0.0,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 18.0}, '1': {'precision': 0.6170212765957447, 'recall': 1.0, 'f1-score': 0.7631578947368421, 'support': 29.0}, 'accuracy': 0.6170212765957447, 'macro avg': {'precision': 0.30851063829787234, 'recall': 0.5, 'f1-score': 0.3815789473684211, 'support': 47.0}, 'weighted avg': {'precision': 0.3807152557718425, 'recall': 0.6170212765957447, 'f1-score': 0.4708846584546473, 'support': 47.0}}","[[ 0 18]
 [ 0 29]]"
193,20,128,8,0.2,0.001,64,2,3,0.27692307692307694,0.5,"{'0': {'precision': 0.3829787234042553, 'recall': 1.0, 'f1-score': 0.5538461538461539, 'support': 18.0}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 29.0}, 'accuracy': 0.3829787234042553, 'macro avg': {'precision': 0.19148936170212766, 'recall': 0.5, 'f1-score': 0.27692307692307694, 'support': 47.0}, 'weighted avg': {'precision': 0.1466727025803531, 'recall': 0.3829787234042553, 'f1-score': 0.21211129296235678, 'support': 47.0}}","[[18  0]
 [29  0]]"
194,20,128,8,0.2,0.001,64,3,2,0.3815789473684211,0.0,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 18.0}, '1': {'precision': 0.6170212765957447, 'recall': 1.0, 'f1-score': 0.7631578947368421, 'support': 29.0}, 'accuracy': 0.6170212765957447, 'macro avg': {'precision': 0.30851063829787234, 'recall': 0.5, 'f1-score': 0.3815789473684211, 'support': 47.0}, 'weighted avg': {'precision': 0.3807152557718425, 'recall': 0.6170212765957447, 'f1-score': 0.4708846584546473, 'support': 47.0}}","[[ 0 18]
 [ 0 29]]"
195,20,128,8,0.2,0.001,64,3,3,0.27692307692307694,0.5,"{'0': {'precision': 0.3829787234042553, 'recall': 1.0, 'f1-score': 0.5538461538461539, 'support': 18.0}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 29.0}, 'accuracy': 0.3829787234042553, 'macro avg': {'precision': 0.19148936170212766, 'recall': 0.5, 'f1-score': 0.27692307692307694, 'support': 47.0}, 'weighted avg': {'precision': 0.1466727025803531, 'recall': 0.3829787234042553, 'f1-score': 0.21211129296235678, 'support': 47.0}}","[[18  0]
 [29  0]]"
196,20,128,8,0.2,0.001,64,5,2,0.36486486486486486,0.5,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 18.0}, '1': {'precision': 0.6, 'recall': 0.9310344827586207, 'f1-score': 0.7297297297297297, 'support': 29.0}, 'accuracy': 0.574468085106383, 'macro avg': {'precision': 0.3, 'recall': 0.46551724137931033, 'f1-score': 0.36486486486486486, 'support': 47.0}, 'weighted avg': {'precision': 0.3702127659574468, 'recall': 0.574468085106383, 'f1-score': 0.45025876940770554, 'support': 47.0}}","[[ 0 18]
 [ 2 27]]"
197,20,128,8,0.2,0.001,64,5,3,0.3815789473684211,0.5,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 18.0}, '1': {'precision': 0.6170212765957447, 'recall': 1.0, 'f1-score': 0.7631578947368421, 'support': 29.0}, 'accuracy': 0.6170212765957447, 'macro avg': {'precision': 0.30851063829787234, 'recall': 0.5, 'f1-score': 0.3815789473684211, 'support': 47.0}, 'weighted avg': {'precision': 0.3807152557718425, 'recall': 0.6170212765957447, 'f1-score': 0.4708846584546473, 'support': 47.0}}","[[ 0 18]
 [ 0 29]]"
198,20,128,8,0.2,0.001,128,2,2,0.36973180076628354,0.5,"{'0': {'precision': 0.375, 'recall': 0.8333333333333334, 'f1-score': 0.5172413793103449, 'support': 18.0}, '1': {'precision': 0.5714285714285714, 'recall': 0.13793103448275862, 'f1-score': 0.2222222222222222, 'support': 29.0}, 'accuracy': 0.40425531914893614, 'macro avg': {'precision': 0.4732142857142857, 'recall': 0.48563218390804597, 'f1-score': 0.36973180076628354, 'support': 47.0}, 'weighted avg': {'precision': 0.4962006079027355, 'recall': 0.40425531914893614, 'f1-score': 0.33520828238363093, 'support': 47.0}}","[[15  3]
 [25  4]]"
199,20,128,8,0.2,0.001,128,2,3,0.3955909369259032,0.5,"{'0': {'precision': 0.2, 'recall': 0.05555555555555555, 'f1-score': 0.08695652173913043, 'support': 18.0}, '1': {'precision': 0.5952380952380952, 'recall': 0.8620689655172413, 'f1-score': 0.704225352112676, 'support': 29.0}, 'accuracy': 0.5531914893617021, 'macro avg': {'precision': 0.39761904761904765, 'recall': 0.45881226053639845, 'f1-score': 0.3955909369259032, 'support': 47.0}, 'weighted avg': {'precision': 0.4438703140830801, 'recall': 0.5531914893617021, 'f1-score': 0.4678245234589777, 'support': 47.0}}","[[ 1 17]
 [ 4 25]]"
200,20,128,8,0.2,0.001,128,3,2,0.36959761549925485,0.5,"{'0': {'precision': 0.3953488372093023, 'recall': 0.9444444444444444, 'f1-score': 0.5573770491803278, 'support': 18.0}, '1': {'precision': 0.75, 'recall': 0.10344827586206896, 'f1-score': 0.18181818181818182, 'support': 29.0}, 'accuracy': 0.425531914893617, 'macro avg': {'precision': 0.5726744186046512, 'recall': 0.5239463601532567, 'f1-score': 0.36959761549925485, 'support': 47.0}, 'weighted avg': {'precision': 0.6141761504205838, 'recall': 0.425531914893617, 'f1-score': 0.32564923740368457, 'support': 47.0}}","[[17  1]
 [26  3]]"
201,20,128,8,0.2,0.001,128,3,3,0.36141304347826086,0.5,"{'0': {'precision': 0.2857142857142857, 'recall': 0.4444444444444444, 'f1-score': 0.34782608695652173, 'support': 18.0}, '1': {'precision': 0.47368421052631576, 'recall': 0.3103448275862069, 'f1-score': 0.375, 'support': 29.0}, 'accuracy': 0.3617021276595745, 'macro avg': {'precision': 0.37969924812030076, 'recall': 0.37739463601532564, 'f1-score': 0.36141304347826086, 'support': 47.0}, 'weighted avg': {'precision': 0.40169572868341064, 'recall': 0.3617021276595745, 'f1-score': 0.3645929694727104, 'support': 47.0}}","[[ 8 10]
 [20  9]]"
